trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
slowdown,negative_caution,custom,remarks,2,0.303905181583346,"ently strong, and you guys have obviously done a terrific job there. But even the recent slowdown was not preceded @ LT/Mindtree LTIM Q4FY23 Earnings Call April 27, 2023 Page 1",LTM,2023-05-02,,https://nsearchives.nseindia.com/corporate/LTIM_02052023192952_Intimationoftranscriptofearningscall.pdf
operating leverage,positive_guidance,custom,remarks,1,0.3262642740619902,"5% as improved by 354 basis points, largely benefiting from the better gross margins and operating leverage generated from the business. Thyrocare Technologies Limited July 23, 202",THYROCARE,2025-07-28,,https://nsearchives.nseindia.com/corporate/THYROCARE_28072025135214_SE_Transcript_JULY2025.pdf
margin pressure,negative_caution,custom,remarks,1,0.3262642740619902,"by 42% and 62% year-on-year respectively. Notably, this performance was achieved despite margin pressures from our recent acquisitions and geographic expansions. With that, now I h",THYROCARE,2025-07-28,,https://nsearchives.nseindia.com/corporate/THYROCARE_28072025135214_SE_Transcript_JULY2025.pdf
operating leverage,positive_guidance,custom,QnA,2,0.33272334054233904,"TDA margins at 30% and anything over that, we reinvest in the business. Now, clearly the operating leverage that is kicking in is much higher than even your plans, I assume, for re",THYROCARE,2025-07-28,,https://nsearchives.nseindia.com/corporate/THYROCARE_28072025135214_SE_Transcript_JULY2025.pdf
muted,negative_caution,custom,QnA,1,0.16636167027116952,"agnostics on the PharmEasy platform, which as you know, over the last few years has been muted. But now, I am very happy to say that the PharmEasy business has come back on the gro",THYROCARE,2025-07-28,,https://nsearchives.nseindia.com/corporate/THYROCARE_28072025135214_SE_Transcript_JULY2025.pdf
capex,capital_actions,custom,QnA,3,0.4990850108135086,"ok Kumar Jagnani: Thank you, Rahul. So, answering to you, we are mostly going to move in CAPEX model as we procure machine and capitalize in our books. We are not working in RR mod",THYROCARE,2025-07-28,,https://nsearchives.nseindia.com/corporate/THYROCARE_28072025135214_SE_Transcript_JULY2025.pdf
operating leverage,positive_guidance,custom,remarks,1,0.5611672278338945,"rter driven by a better revenue mix. However, due to the seasonal nature of the quarter, operating leverage did not come into full effect. Our cyclotron operations in Chennai were ",HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
muted,negative_caution,custom,remarks,1,0.5611672278338945,"r- on-year growth, culminating in a top line result of INR470 crores despite a seasonally muted nature of quarter 3. Some of the growth highlights for the quarter are as follows: w",HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.5611672278338945,"e future performance of the company, and it may involve risks and uncertainties that are difficult to predict. As a reminder, all participants' lines will be in the listen-only mod",HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
capex,capital_actions,custom,remarks,1,0.5611672278338945,23. The decline is on account of depreciation for acquisitions of Nagpur and Indore. Our capex for 9 months of FY '24 stood at about INR118 crores. Net debt stood at INR367 crores ,HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
muted,negative_caution,custom,QnA,1,0.13003901170351106,"because of activities footfalls are down. And in general, in the industry, it's a little muted. I think it's a blip. We are already seeing business back to our growth trend in the ",HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
capex,capital_actions,custom,QnA,11,1.4304291287386215,", including our Ahmedabad project and Whitefield projects. Pritesh Chheda: And at what capex? B.S. Ajai Kumar: Please refer our presentation, for Whitefield facility, it's INR25 cr",HCG,2024-02-16,2024-02-09,https://nsearchives.nseindia.com/corporate/HCG_16022024103622_SeIntimationEarningsCallTranscript8Feb2024.pdf
headwinds,negative_caution,custom,QnA,1,0.13762730525736305,"Anil articulated, the financial sector and NBFCs, in particular had multiple regulatory headwinds in Q1 '25. Mentioning a few, there was the cap on gold loans in cash. Then on Apri",FEDFINA,2024-07-26,,https://nsearchives.nseindia.com/corporate/FEDFINA_26072024124342_Investormeettranscript_Signed.pdf
one-off,negative_caution,custom,QnA,3,0.41288191577208916,"rores. Credit costs came in higher at INR35.2 crores, up 98% quarter-on-quarter due to a one-off write- off of a trade receivable amounting to INR3.7 crores, technical write-offs o",FEDFINA,2024-07-26,,https://nsearchives.nseindia.com/corporate/FEDFINA_26072024124342_Investormeettranscript_Signed.pdf
deleveraging,capital_actions,custom,QnA,1,0.13762730525736305,e medium and long-term accretive. The Company continued to move forward in its policy of deleveraging through co-lending and direct assignment of installment loans. As on June 30th,FEDFINA,2024-07-26,,https://nsearchives.nseindia.com/corporate/FEDFINA_26072024124342_Investormeettranscript_Signed.pdf
margin expansion,positive_guidance,custom,QnA,3,0.45717768972874123,"up which were like one-offs in this year. Looking ahead, we further anticipate a further margin expansion of 1% to 2% over the next 18 to 24 months. In FY24, our revenue stood at I",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
headwinds,negative_caution,custom,QnA,2,0.3047851264858275,"R13 crore. Our Q4 FY24 revenue amounted to INR108 crore with EBITDA at minus INR7 crore. Headwinds, inflation and muted consumer sentiment has affected profitability. We are undert",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
subdued demand,negative_caution,custom,QnA,2,0.3047851264858275,"Good evening and welcome everyone. Let me start with the Bathware business. Despite the subdued demand environment, which resulted in muted revenue growth, our EBITDA margins expan",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
one-off,negative_caution,custom,QnA,1,0.15239256324291375,"on cricket platforms for brand building, such as World Cup and Asia Cup which were like one-offs in this year. Looking ahead, we further anticipate a further margin expansion of 1%",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
de-growth,negative_caution,custom,QnA,1,0.15239256324291375,I'm trying to just get to what kind of operating deleverage did we see because of sales de-growth and what kind of actual gross margin compression did we see? Could you just tell u,HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
muted,negative_caution,custom,QnA,2,0.3047851264858275,"rt with the Bathware business. Despite the subdued demand environment, which resulted in muted revenue growth, our EBITDA margins expanded from 13.9% in FY23 to 15.4% in FY24. This",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
under pressure,negative_caution,custom,QnA,1,0.15239256324291375,"niture stores. Consequently, the business’s sales growth and profitability have remained under pressure. Despite diligent efforts over the past years, the Retail Business has conti",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
capex,capital_actions,custom,QnA,6,0.9143553794574825,"ound 8.64%. And it has increased as compared to last year because there is an underlying capex which is going on in terms of the pipe expansion. And also, one of the key things whi",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
fund raise,capital_actions,custom,QnA,3,0.45717768972874123,"the range bound what we are looking at. Udit Gajiwala: Understood. And sir, ex of any fund raises, I mean, is there any principle that you have any plans to repay the debt? If the ",HINDWAREAP,2024-06-04,2024-06-04,https://nsearchives.nseindia.com/corporate/HINDWAREAP_04062024173954_Intimationregardingtranscriptofconcall.pdf
strong demand,positive_guidance,custom,QnA,1,0.1196029183112068,"at you are looking to add going forward, what are the other countries that we are seeing strong demand from apart from Middle East? Artemis Medicare Services Limited May 11, 2026 P",ARTEMISMED,2026-05-15,,https://nsearchives.nseindia.com/corporate/ARTEMISMED_15052026151833_Covering_Transcript_15052026.pdf
operating leverage,positive_guidance,custom,QnA,1,0.1196029183112068,"11, 2026 Page 6 of 19 impact the EBITDA growth or they will be offset by the Gurgaon operating leverage and any losses from Daffodils cardiac etcetera. So if you can highlight on t",ARTEMISMED,2026-05-15,,https://nsearchives.nseindia.com/corporate/ARTEMISMED_15052026151833_Covering_Transcript_15052026.pdf
one-off,negative_caution,custom,QnA,2,0.2392058366224136,ed to clarify the cash flow from operations for the full year is lower. So are there any one-offs in the second half and what kind of EBITDA to cash flow conversions we can expect ,ARTEMISMED,2026-05-15,,https://nsearchives.nseindia.com/corporate/ARTEMISMED_15052026151833_Covering_Transcript_15052026.pdf
capex,capital_actions,custom,QnA,18,2.1528525296017222,e able to share any project details that are outlined with respect to what should be the capex per bed etcetera and how the facility will come over in phases? And the second questi,ARTEMISMED,2026-05-15,,https://nsearchives.nseindia.com/corporate/ARTEMISMED_15052026151833_Covering_Transcript_15052026.pdf
strong demand,positive_guidance,custom,remarks,1,0.5076142131979695,"onal offices to flexible workspaces. Our exit month occupancy rate was 71%, indicating strong demand for flexible workspaces, aligned with our supply additions. It is important to ",AWFIS,2024-08-22,2024-08-14,https://nsearchives.nseindia.com/corporate/AWFIS_22082024195134_Transcript.pdf
operating leverage,positive_guidance,custom,remarks,1,0.5076142131979695,"ing by the end of year end, we expect the margins to further improve and get benefits of operating leverage. That is all from our end. We now open the floor for",AWFIS,2024-08-22,2024-08-14,https://nsearchives.nseindia.com/corporate/AWFIS_22082024195134_Transcript.pdf
capex,capital_actions,custom,QnA,15,2.1446954532456393,"at would have been for the quarter? If you can maybe start from the operating cash flow, capex, and interest expense, etcetera? Ravi Dugar: Ashish, our cash EBIT is around INR38 cr",AWFIS,2024-08-22,2024-08-14,https://nsearchives.nseindia.com/corporate/AWFIS_22082024195134_Transcript.pdf
order book,positive_guidance,custom,QnA,3,0.47468354430379744,"good set of numbers. My most of the questions have been answered. Sir, like what is the order book status on Pitti Engineering stand-alone Bagadia and Dakshin Foundry as of Q3? Aks",PITTIENG,2025-02-18,2025-02-18,https://nsearchives.nseindia.com/corporate/PITTIENG_18022025210751_ConcallTranscript.pdf
slowdown,negative_caution,custom,QnA,9,1.4240506329113924,"nue guidance that we are talking about for the full year, I think this is because of the slowdown that we have seen on volume side? Pitti Engineering Limited February 14, 2025",PITTIENG,2025-02-18,2025-02-18,https://nsearchives.nseindia.com/corporate/PITTIENG_18022025210751_ConcallTranscript.pdf
capex,capital_actions,custom,QnA,4,0.6329113924050633,"is reversal happening in the quarter 4 and going forward in the next financial year when capex will be much more streamlined, and as a part of the budget reallocation, the allocati",PITTIENG,2025-02-18,2025-02-18,https://nsearchives.nseindia.com/corporate/PITTIENG_18022025210751_ConcallTranscript.pdf
operating leverage,positive_guidance,custom,QnA,1,0.20496003279360525,"o more volumes, automatically, the operational eƯiciencies kick in, So the advantage on operating leverage, operating eƯiciencies, all of that get kick in. Yes, so we should. Varun",GREENPANEL,2026-05-22,,https://nsearchives.nseindia.com/corporate/GREENPANEL_22052026113011_Transcript_intimation_20260518.pdf
muted,negative_caution,custom,QnA,2,0.4099200655872105,"e are any further signiﬁcant cost increases that come into play. However, because of the muted sort of demand scenario at this point of time and the competitive pressures, we are",GREENPANEL,2026-05-22,,https://nsearchives.nseindia.com/corporate/GREENPANEL_22052026113011_Transcript_intimation_20260518.pdf
under pressure,negative_caution,custom,QnA,1,0.20496003279360525,uch a discounting structure. Then is it correct to understand that our margin might come under pressure in the near future? Shobhan Mittal: These discounts are not across the board,GREENPANEL,2026-05-22,,https://nsearchives.nseindia.com/corporate/GREENPANEL_22052026113011_Transcript_intimation_20260518.pdf
wait and watch,hedging_evasion,custom,QnA,1,0.20496003279360525,"for this at this point of time at least, you know. We want to sit out the ﬁrst quarter, wait and watch till we give you a deﬁnitive guidance on where we will stand. Sneha: Got that",GREENPANEL,2026-05-22,,https://nsearchives.nseindia.com/corporate/GREENPANEL_22052026113011_Transcript_intimation_20260518.pdf
capex,capital_actions,custom,QnA,8,1.639680262348842,"ate the impact on the margins. Utkarsh Nopany: Okay. And lastly, like what would be our capex guidance for FY27 and '28 and do we have any growth capex pipeline for the next say 12",GREENPANEL,2026-05-22,,https://nsearchives.nseindia.com/corporate/GREENPANEL_22052026113011_Transcript_intimation_20260518.pdf
order book,positive_guidance,custom,QnA,7,2.1341463414634148,"ty has started and stabilized, how many new order inflows do you plan to entertain? Your order book is quite good, but how many order inflows do you expect this year? The second qu",SERVOTECH,2024-08-06,2024-08-06,https://nsearchives.nseindia.com/corporate/SERVOTECH_06082024152041_NSE.pdf
under pressure,negative_caution,custom,QnA,1,0.3048780487804878,"growing day by day. We are striving for progress in every aspect, and the company is not under pressure from debt, orders, supplies, or profitability. We are performing well and wo",SERVOTECH,2024-08-06,2024-08-06,https://nsearchives.nseindia.com/corporate/SERVOTECH_06082024152041_NSE.pdf
slowdown,negative_caution,custom,QnA,1,0.16420361247947454,"interaction you had, and I think thereafter the press releases which were mentioning the slowdown in the revenue growth or the business environment in general. Could you give me so",20MICRONS,2024-05-24,2024-05-24,https://nsearchives.nseindia.com/corporate/20MICRONS_24052024103852_20MLEARNINGCALLTRANSCIPTION.pdf
difficult to say,hedging_evasion,custom,QnA,1,0.16420361247947454,"n calcium carbonate because they're very, very commoditized. So again, it's kind of very difficult to say in that way. Pritesh Chheda And lastly, the three mines that you have, how",20MICRONS,2024-05-24,2024-05-24,https://nsearchives.nseindia.com/corporate/20MICRONS_24052024103852_20MLEARNINGCALLTRANSCIPTION.pdf
capex,capital_actions,custom,QnA,2,0.3284072249589491,"nsidered to reward our shareholders. In the second aspect we plan to do certain amount of CapEx, also for the subsequent financial year, that is the next financial year where we wi",20MICRONS,2024-05-24,2024-05-24,https://nsearchives.nseindia.com/corporate/20MICRONS_24052024103852_20MLEARNINGCALLTRANSCIPTION.pdf
order book,positive_guidance,custom,remarks,1,1.1904761904761905,"25 as against INR 1.99 in Q1 FY'24 and this is on a face value of INR 2 per share. The order book of the company as at 30 June 2024 stood at about INR 26,000 crores, wherein about ",IRCON,2024-08-13,2024-08-13,https://nsearchives.nseindia.com/corporate/IRCON_13082024124129_STEXTRANSCRIPT13082024.pdf
order book,positive_guidance,custom,QnA,6,1.0318142734307825,"ars, we've been reaping for new orders to come in, but it's really not happening and the order book went from INR 45,000 crores, INR 50,000 crores to now INR 25,000 crores. So just",IRCON,2024-08-13,2024-08-13,https://nsearchives.nseindia.com/corporate/IRCON_13082024124129_STEXTRANSCRIPT13082024.pdf
let us see,hedging_evasion,custom,QnA,1,0.17196904557179707,ble to deliver. So industry average typically right now is in the range of about 5%. And let us see how we are able to secure around it. Pratyush: Last one from my side of would be,IRCON,2024-08-13,2024-08-13,https://nsearchives.nseindia.com/corporate/IRCON_13082024124129_STEXTRANSCRIPT13082024.pdf
wait and watch,hedging_evasion,custom,QnA,1,0.17196904557179707,"ojects by MEA, either in the form of grant or in the form of LoC that is right now under wait and watch. So it's been given very slowly by the government. We are also awaiting furt",IRCON,2024-08-13,2024-08-13,https://nsearchives.nseindia.com/corporate/IRCON_13082024124129_STEXTRANSCRIPT13082024.pdf
capex,capital_actions,custom,QnA,11,1.6344725111441307,"should lead to margin, required margin. Anand Mundhra: Noted sir. Sir, last question on CAPEX. What is our guidance on CAPEX for FY '26? And there are no new products which you are",IFBIND,2025-06-14,2025-06-14,https://nsearchives.nseindia.com/corporate/IFBIND_14062025151913_InvestorscalltranscriptQ4FY25.pdf
operating leverage,positive_guidance,custom,remarks,1,0.5780346820809249,the end market thereby increasing our utilization level along with getting benefits from operating leverage. We strongly believe this strategic move position us well for sustained ,ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
one-off,negative_caution,custom,remarks,1,0.5780346820809249,"increased the other expenses and therefore, impacted EBITDA margin by around 2%. This is one-off scenario was in this particular quarter. We expect the benefits of this to play in ",ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.5780346820809249,"re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. As a reminder, all participant lines will be in the listen-only mode ",ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
capacity expansion,positive_guidance,custom,QnA,1,0.1286008230452675,"what is the plan ahead? And going forward, whether we would be looking forward to maybe capacity expansions maybe '26-or-so? K R Lalpuria: So first of all, you see we did mention t",ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
operating leverage,positive_guidance,custom,QnA,1,0.1286008230452675,"definitely, our endeavour is to see how we reach better margins going forward with both operating leverage as well as product elevation. Ashwini Agarwal: Okay. And sir, does the br",ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
capex,capital_actions,custom,QnA,3,0.38580246913580246,"ne of processing. So we do have infrastructure. We have already invested into the core capex. And we have the capacity also which is like flexible and scalable. So definitely, all ",ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
debt reduction,capital_actions,custom,QnA,1,0.1286008230452675,ompany has been always to plough back our profit due to the business for both growth and debt reduction and that will continue. So whenever we see an opportunity where we do not ha,ICIL,2024-06-04,2024-05-28,https://nsearchives.nseindia.com/corporate/ICIL_04062024183705_TranscriptStockExchangeIntimation.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.7830853563038371,"re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. Actual results may differ from such expectations, projections, etcete",CONTROLPR,2022-10-31,,https://nsearchives.nseindia.com/corporate/CONTROLPR_31102022164609_IntimationTranscriptsigned.pdf
headwinds,negative_caution,custom,QnA,2,0.19381723035177828,"more up on the business environment currently. Sir, I think so you have spoken about the headwinds that we are facing in terms of the non-availability of spares and chips and also ",CONTROLPR,2022-10-31,,https://nsearchives.nseindia.com/corporate/CONTROLPR_31102022164609_IntimationTranscriptsigned.pdf
one-off,negative_caution,custom,QnA,2,0.19381723035177828,"come part, can you please provide further details that whether it is a recurring item or one-off item? And lastly, I said, as mentioned that these margins are going to be -- can we",CONTROLPR,2022-10-31,,https://nsearchives.nseindia.com/corporate/CONTROLPR_31102022164609_IntimationTranscriptsigned.pdf
capex,capital_actions,custom,QnA,2,0.19381723035177828,50% something –we have the capacity to increase a significant amount more. So there's no capex required there right now. Nothing major from what I remember. We had some supply chai,CONTROLPR,2022-10-31,,https://nsearchives.nseindia.com/corporate/CONTROLPR_31102022164609_IntimationTranscriptsigned.pdf
buyback,capital_actions,custom,QnA,1,0.09690861517588914,"ders. What form it will take, whether it would be a nine- month dividend, or it will be a buyback, or it could be some other form, I cannot say that often. It should be their decis",CONTROLPR,2022-10-31,,https://nsearchives.nseindia.com/corporate/CONTROLPR_31102022164609_IntimationTranscriptsigned.pdf
margin expansion,positive_guidance,custom,remarks,1,0.38284839203675347,"ident in our ability to effectively leverage our inherent strength, ensuring growth with margin expansion in the coming quarters. Now I hand over to Aditya, our CFO for financial h",ZAGGLE,2024-02-13,,https://nsearchives.nseindia.com/corporate/ZAGGLE_13022024222607_Intimationfortranscript.pdf
market share gain,positive_guidance,custom,QnA,1,0.14847809948032664,increase but there will be a shift away from BG1 to BG2 which might give some scope for market share gains. Mithun Chand: Sorry to interrupt your question but it is not only about ,KSCL,2022-11-19,2022-11-19,https://nsearchives.nseindia.com/corporate/KSCL_19112022155809_Transcript15112022.pdf
under pressure,negative_caution,custom,QnA,1,0.14847809948032664,"s a very tough market in hybrid rice as compared to the previous year, the acreages were under pressure. As Kaveri Seed Company Limited November 15, 2022 Page 21 of 26 I said that",KSCL,2022-11-19,2022-11-19,https://nsearchives.nseindia.com/corporate/KSCL_19112022155809_Transcript15112022.pdf
buyback,capital_actions,custom,QnA,5,0.7423904974016332,ith a good growth of 10.4% and 2.5% respectively. In this quarter we have announced the buyback of up to Rs. 125.6 Crores at a maximum purchase price of Kaveri Seed Company Limi,KSCL,2022-11-19,2022-11-19,https://nsearchives.nseindia.com/corporate/KSCL_19112022155809_Transcript15112022.pdf
soft demand,negative_caution,custom,remarks,1,0.5580357142857143,"ck size. That said, FY '25 presented notable challenges for the food retail sector, with soft demand and stagnant consumption trends across most of our markets. Page 3 of 15 Eat",WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
headwinds,negative_caution,custom,QnA,1,0.23299161230195714,started to grow back after almost a period of 1 year where we were having really strong headwinds. And then we have tried to fix some of the basics. And you will see the momentum c,WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
slowdown,negative_caution,custom,QnA,4,0.9319664492078286,"derstand what's the challenge here because you heard Zomato also call out their delivery slowdown. So, just trying to understand what's the reason for you because they might get im",WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
muted,negative_caution,custom,QnA,2,0.4659832246039143,"Bansal from Emkay Global. Devanshu Bansal: Sir, off-premise growth has been relatively muted, even this is now growing slower than the on-premise… Saurabh Kalra: Sorry, your voice",WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
under pressure,negative_caution,custom,QnA,1,0.23299161230195714,"ing, I do think there is a more structural issue, which is the informal eat-out has been under pressure. So that's the headline. And then obviously, like I said, we are a habit and",WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
cannot comment,hedging_evasion,custom,QnA,1,0.23299161230195714,"git numbers could be an aberration or driven by something else? Saurabh Kalra: While I cannot comment on anyone else's business, what I can say is, in reality, like I said, our bus",WESTLIFE,2025-05-20,2025-05-20,https://nsearchives.nseindia.com/corporate/RadhaWestlife_20052025153028_WFLIntimationofearningdtrancript14052025.pdf
capex,capital_actions,custom,QnA,7,1.112523839796567,y we have actually grown in first half. Mithun Aswath: Got it and also just wanted your capex targets for this year because you were looking at significant amount of capex as is th,ASTEC,2021-11-10,2021-11-10,https://nsearchives.nseindia.com/corporate/ASTEC_10112021130811_BSENSETRANSCRIPT28102021.pdf
come back to you,hedging_evasion,custom,remarks,1,0.06910372469076083,"and they're a percentage of revenue. R S Khadwalia: Because, I'll ask Mr. Singla, he can come back to you on this reply exactly, because this calculation is not in front of me. But",INDOFARM,2025-08-26,2025-08-21,https://nsearchives.nseindia.com/corporate/IFEL_26082025184227_Transcript_of_earnings_call.pdf
capex,capital_actions,custom,remarks,5,0.3455186234538042,"and in Q3 of 2025. So, first, thought, Mike, is that the… how much we have spent for the Capex and total amount, considering the first machine, the prototype, and all that stuff, h",INDOFARM,2025-08-26,2025-08-21,https://nsearchives.nseindia.com/corporate/IFEL_26082025184227_Transcript_of_earnings_call.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.8904719501335708,"nts are not guarantee of future performance and involve risks and uncertainties that are difficult to predict. Today from the management side, we have with us Mr. Rohan Juneja – Ma",TRU,2024-06-04,,https://nsearchives.nseindia.com/corporate/TRU_04062024165240_IntimationofTranscriptofEarningsCall.pdf
market share gain,positive_guidance,custom,QnA,1,0.1688048615800135,"ers in the space about 2 years back or so commented on this saying that they expect some market share gains for the unorganized sector that is potentially possible, but we haven't ",TRU,2024-06-04,,https://nsearchives.nseindia.com/corporate/TRU_04062024165240_IntimationofTranscriptofEarningsCall.pdf
cannot comment,hedging_evasion,custom,QnA,1,0.1688048615800135,"the company in terms of business performance. On the promoter shareholding, the company cannot comment. Jayakumar: Also one more question. I think as per the recent RBI guidelines,",TRU,2024-06-04,,https://nsearchives.nseindia.com/corporate/TRU_04062024165240_IntimationofTranscriptofEarningsCall.pdf
order book,positive_guidance,custom,remarks,14,1.9104803493449782,"% against 2.5% in corresponding period, showcasing an improvement of 70 basis points. Order book and inflows. Moving to our order book and business outlook. We continue to build st",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
capacity expansion,positive_guidance,custom,remarks,1,0.13646288209606988,"tract, marking a strategic expansion of our EPC portfolio and capabilities. Our 75,000 capacity expansion is on track and expected to be fully operational from May '25, supporting ",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
strong pipeline,positive_guidance,custom,remarks,1,0.13646288209606988,"ieve Skipper is at an infection point with a multi-year growth runway ahead, driven by a strong pipeline of domestic and international T&D opportunities, strategic expansion into n",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
operating leverage,positive_guidance,custom,remarks,1,0.13646288209606988,"s decline in the Engineering EBITDA margin. So when we are running at full capacity, our operating leverage also may kick in and this would have improved our margins, right? But th",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
best ever,positive_guidance,custom,remarks,1,0.13646288209606988,"quarter 4 FY '25. We closed the final quarter of the year on a high note, delivering our best ever quarterly revenue of INR1,288 crores, reflecting 11.6% sequential growth over pre",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
headwinds,negative_caution,custom,remarks,2,0.27292576419213976,"lain me more regarding this? Sharan Bansal: So I'd say that the industry is facing some headwinds, like you rightly mentioned. However, if you notice that despite the industry head",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
come back to you,hedging_evasion,custom,remarks,1,0.13646288209606988,"l: Yes, absolute numbers. Sharan Bansal: Just 1 minute, please. Okay. We can check and come back to you offline about this but -- Mahesh Atal: Yes. But won't it prudent to -- Shara",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
capex,capital_actions,custom,remarks,16,2.183406113537118,"full year. And with regard to cash flow, of course, we have done significant amount of capex also. And we are -- despite that, we are maintaining healthy cash flows. Certain amount",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
qip,capital_actions,custom,remarks,3,0.4093886462882096,"ybe an upcoming capex. So is there any update on that? Sorry, not a preferential, was it QIP or something like that? Sharan Bansal: QIP. Yes, you're asking about the QIP. Yes. So I",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
debt reduction,capital_actions,custom,remarks,1,0.13646288209606988,"eclined on a full year basis, 23%. So can you explain why the benefit of interest -- the debt reduction is not reflected in the interest cost? And secondly, where do you see the tr",SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
